CNTYVTD,BidenD_20G_President,TrumpR_20G_President,JorgensenL_20G_President,HawkinsG_20G_President,Write-InW_20G_President
"2150136",588,422,8,3,0
"2150137",12,14,0,0,0
"2150138",142,67,0,2,0
"2150139",146,76,1,0,0
"2150140",5,1,0,0,0
"2150141",35,18,2,0,0
"2150142",8,8,1,0,0
"2150143",2,0,0,0,0
"2150144",12,11,1,1,0
"2150145",293,247,9,1,0
"2150146",621,336,10,9,0
"2150147",47,40,1,0,0
"2150148",32,14,1,0,0
"2150149",35,12,0,0,0
"2150150",404,307,3,4,0
"2150151",167,106,2,0,0
"2150152",713,566,4,1,2
"2150153",112,59,0,0,0
"2150154",813,516,4,3,0
"2150155",216,127,0,2,0
"2150156",701,370,7,10,0
"2150157",432,260,2,4,0
"2150158",1189,873,20,5,1
"2150159",188,87,2,3,0
"2150160",133,109,0,0,0
"2150161",743,506,5,5,0
"2150162",38,35,0,1,0
"2150163",61,25,1,0,0
"2150164",652,665,8,7,0
"2150165",243,240,1,2,0
"2150166",195,180,3,1,0
"2150167",173,226,4,2,0
"2150168",123,124,3,0,0
"2150169",148,135,2,4,0
"2150170",252,206,1,3,0
"2150171",6,5,0,0,0
"2150172",13,11,0,0,0
"2150173",434,396,6,2,0
"2150174",296,176,6,2,0
"2150175",427,254,2,2,1
"2150176",402,248,2,3,0
"2150177a",167,120,1,1,0
"2150177b",40,29,1,1,0
"2150178",5,12,0,0,0
"2150179",130,82,1,0,0
"2150180",61,35,4,0,0
"2150181",238,375,1,0,0
"2150182",276,154,6,2,0
"2150183",173,129,4,0,0
"2150184",14,13,0,0,0
"2150185",0,0,0,0,0
"2150186",75,28,1,2,0
"2150187",790,645,7,4,0
"2150188",684,617,0,5,0
"2150189",477,262,5,0,0
"2150190",165,127,0,1,0
"2150191",176,128,1,1,0
"2150192",140,114,1,1,0
"2150193",186,124,3,0,0
"2150194a",489,509,3,1,0
"2150194b",57,59,1,1,0
"2150194c",25,25,0,0,0
"2150194d",43,43,1,0,0
"2150195",254,388,5,1,0
"2150196",285,239,5,1,0
"2150197",259,217,0,0,0
"2150198a",61,59,1,1,0
"2150198b",40,38,0,0,0
"2150198c",34,33,1,0,0
"2150198d",47,44,1,0,0
"2150198e",22,21,0,0,0
"2150198f",0,0,0,0,0
"2150199",927,796,7,4,0
"2150200",885,667,10,6,1
"2150201",471,373,1,1,0
"2150202",249,318,0,2,0
"2150203",1547,1074,18,8,1
"2150204",191,189,3,1,0
"2150205",78,45,0,0,0
"2150206",462,296,4,1,0
"2150207",938,709,6,3,0
"2150209",258,186,4,3,0
"2150210",124,115,0,1,1
"2150211",511,303,2,3,0
"2150212",153,187,3,0,0
"2150213",62,37,2,0,0
"2150215",388,321,6,3,0
"2150216",601,317,2,4,0
"2150217",60,36,0,1,0
"2150218",288,202,0,0,0
"2150219",368,280,2,2,0
"2150220",206,137,2,1,0
"2150221",422,375,7,2,0
"2150222",1,8,0,0,0
"2150223",172,201,1,0,0
"2150224",78,104,0,1,0
"2150225",123,46,1,0,0
"2150226",8,10,0,0,0
"2150227",1078,612,14,15,0
"2150228",1695,1317,18,22,0
"2150229",296,217,4,3,0
"2150230",332,354,5,1,0
"2150231",95,87,0,0,0
"2150232",402,234,7,4,0
"2150233",0,0,0,0,0
"2150234",726,530,13,9,0
"2150235",91,93,2,0,0
"2150236",226,230,0,1,0
"2150237",350,180,2,3,0
"2150238",37,49,0,0,0
"2150239",696,611,12,4,0
"2150240",299,224,5,2,0
"2150241",137,84,3,0,0
"2150242",11,9,0,0,0
"2150243",27,31,0,0,0
"2150244",257,182,5,0,0
"2150245a",91,44,0,1,0
"2150245b",15,8,0,0,0
"2150246",2,0,0,0,0
"2150247",65,34,0,1,0
"2150248",16,10,0,0,0
"2150249",150,88,1,0,0
"2150250",46,27,0,0,0
"2150251",6,0,0,0,0
"2150252",5,6,0,0,0
"2150253",136,99,3,2,0
"2150254",60,49,0,1,0
"2150255",76,72,2,0,0
"2150256",150,60,1,2,0
"2150257",184,120,3,1,0
"2170002",177,475,10,1,0
"2170003",388,358,12,3,0
"2170004",363,1133,12,3,0
"2170005",48,351,2,0,0
"2170006",48,252,0,0,0
"2170007",57,343,6,0,0
"2170008",33,206,0,1,0
"2170009",80,277,4,2,0
"2170010",295,954,22,2,0
"2170012",75,514,4,0,0
"2170013",279,1541,11,2,0
"2170014",82,724,4,0,0
"2170015",40,247,2,0,0
"2170016",42,185,2,0,0
"2170018",10,122,2,0,0
"2170019",48,240,1,0,0
"2170020",95,659,11,1,0
"2170021",208,1067,3,1,0
"2170022",200,932,4,5,0
"2170023",61,261,3,3,0
"2170024",158,592,3,2,0
"2170027",73,493,1,0,0
"2190011",80,450,3,1,0
"2190014",83,506,7,1,0
"2190015",40,267,2,1,1
"2190016",193,1157,8,0,0
"2190021",248,999,5,3,2
"2190024",68,456,8,2,0
"2190032",242,754,9,1,0
"2190033",5,67,0,0,0
"2190035",19,78,2,1,0
"2190036",78,131,3,0,1
"2190043",24,192,1,0,1
"2190044",126,389,3,1,0
"2190045a",137,497,3,4,1
"2190045b",68,230,1,1,0
"2190046",71,363,6,0,1
"2210001",198,690,7,1,2
"2210002",529,2002,36,6,4
"2210003",411,1733,18,5,3
"2210004",347,1295,17,3,4
"2210005",217,1507,14,6,2
"2210007",67,628,8,2,2
"2210008",390,1863,18,2,6
"2210009",547,2863,40,3,8
"2210010",648,3362,45,15,9
"2210011",266,1151,13,4,4
"2210012",226,963,11,9,0
"2210013",484,2322,23,8,5
"2210014",504,2019,23,3,6
"2210015",61,284,6,1,0
"2210016",806,3990,40,5,8
"2230001",302,1237,15,2,1
"2230002",263,753,8,4,0
"2230003",316,911,9,3,0
"2230004",161,842,12,2,0
"2230005",51,339,2,1,0
"2230008",40,172,2,0,0
"2230011",90,453,2,1,0
"2230012",24,200,0,0,0
"2230013",130,548,5,3,0
"2230014",105,631,8,1,0
"2230016",81,754,2,2,0
"2230017",142,742,9,2,0
"223001a",245,971,12,2,1
"2230020",53,387,4,0,0
"2230023",25,205,4,0,0
"2230024",65,493,3,2,0
"2230025",41,269,2,0,0
"223002a",334,410,11,3,0
"2230036",75,613,5,1,0
"223003a",237,864,13,1,0
"223004a",266,925,15,1,0
"2250001",290,469,3,1,0
"2250002",276,705,4,1,3
"2250003",528,324,5,0,2
"2250004",355,888,11,0,2
"2250005",125,833,6,1,1
"2250006",190,588,9,0,0
"2250007",67,573,3,1,0
"2250008",44,245,2,0,0
"2250009",22,341,0,0,0
"2250010",39,177,0,0,1
"2250011",12,93,2,0,0
"2250012",15,91,0,0,0
"2250014",20,168,1,0,0
"2250015",42,155,2,1,0
"2250016",17,204,4,0,1
"2250017",11,220,1,0,1
"2250018",41,90,0,0,0
"2250019",106,374,1,2,0
"2250020",13,154,0,0,0
"2250021",58,209,1,0,0
"2250022",43,159,1,0,0
"2270011",237,308,5,2,0
"2270012",147,133,2,2,0
"2270013",80,152,4,2,0
"2270014",20,80,0,0,0
"2270016",15,34,2,0,0
"2270024",65,275,4,0,0
"2270025",177,641,5,1,0
"2270026",98,294,9,2,0
"2270032",18,49,0,0,0
"2270033",215,754,6,3,0
"2270034",236,647,10,5,0
"2270035",38,154,3,0,0
"2270037",0,0,0,0,0
"2270042",104,252,7,1,0
"2270045",114,473,5,1,0
"2270046",117,272,4,0,0
"2270103",16,90,1,0,0
"2270104",4,85,1,0,0
"2270105",0,0,0,0,0
"227012a",20,52,0,1,0
"2270205",79,899,3,3,0
"2270207",45,617,3,0,0
"2270208",9,120,2,0,0
"2270209",0,0,0,0,0
"2270304",42,355,5,1,0
"2270404",66,381,2,1,0
"2270405",21,201,0,0,0
"2270408",3,39,1,0,0
"2270409",23,333,3,1,0
"227207c",60,364,2,2,0
"2290001",106,252,3,1,0
"2290002",131,193,5,1,0
"2290004",62,149,2,0,0
"229003n",30,91,0,2,0
"229003s",42,86,0,1,0
"2310101",121,719,4,1,2
"2310102",173,740,9,1,0
"2310103",80,450,5,0,0
"2310104",124,577,7,4,0
"2310105",141,305,6,4,0
"2310106",492,723,17,2,2
"2310107",572,1352,27,6,5
"2310108",343,587,18,0,1
"2310109",144,761,5,2,0
"2310210",111,392,4,1,0
"2310211",105,363,6,0,0
"2310212",244,580,16,0,0
"2310213",86,632,3,1,0
"2310214",365,1966,21,5,0
"2310215",845,3736,59,4,1
"2310216",291,1393,16,2,1
"2310217",199,959,12,6,0
"2310318",61,457,8,0,0
"2310319",181,1110,14,2,1
"2310320",280,1258,7,3,1
"2310321",163,810,7,2,0
"2310322",102,585,5,0,0
"2310323",315,1698,15,3,1
"2310324",334,1088,22,1,3
"2310325",452,1563,12,0,2
"2310426",73,264,6,1,0
"2310427",767,842,27,6,2
"2310428",484,760,31,3,0
"2310429",72,242,4,0,0
"2310430",137,266,6,0,1
"2310431",101,259,3,0,0
"2310432",60,517,5,2,0
"2310433",741,366,15,8,0
"2310434",147,843,12,1,0
"2330011",126,1117,18,0,3
"2330014",167,1286,15,0,3
"2330021",199,2128,29,4,3
"2330023",26,217,4,0,0
"2330031",105,1102,11,0,1
"2330033",121,837,21,1,1
"2330041",5,49,0,0,0
"2330042",216,945,17,5,3
"2350100",32,180,3,1,0
"2350200",31,181,1,1,0
"2350300",22,156,0,0,0
"2350400",35,246,4,0,0
"2370001",71,675,6,1,0
"2370002",71,738,8,4,0
"2370003",17,140,1,0,0
"2370004",56,592,1,2,0
"2370005",31,476,3,1,0
"2370006",85,797,5,1,0
"2390001",312,991,13,3,2
"2390002",182,1296,14,6,2
"2390003",231,1211,11,10,3
"2390004",36,208,1,1,0
"2390005",56,384,1,1,0
"2390006",87,306,3,1,0
"2390007",16,80,0,1,1
"2390008",45,326,3,0,2
"2390009",68,429,7,0,1
"2410001",9,29,0,0,0
"2410002",44,488,1,0,0
"2410003",119,688,4,0,1
"2410004",64,458,2,0,2
"2410005",13,102,0,0,0
"2410006",238,513,5,1,1
"2410007",198,254,5,0,0
"2410008",276,324,4,1,1
"2410009",125,1268,9,1,5
"2410010",105,1126,6,0,0
"2410011",34,268,1,1,1
"2410012",63,351,4,0,1
"2410013",75,295,2,0,0
"2410014",288,1372,13,2,1
"2410015",191,1696,10,1,2
"2410016",9,189,0,0,0
"2410017",51,961,12,0,1
"2410019",302,1177,8,0,2
"2410020",400,359,5,0,1
"2410021",350,624,14,0,0
"2430001",158,222,9,0,0
"2430002",111,154,1,1,0
"2430003",112,202,6,1,0
"2430004",45,90,0,0,0
"2430005",75,116,1,1,0
"2450001",860,101,3,2,0
"2450002",469,112,2,4,0
"2450003",999,60,4,4,0
"2450004",439,657,12,1,0
"2450005",562,459,11,1,0
"2450006",494,223,6,0,0
"2450007",530,343,10,2,1
"2450008",334,33,2,0,0
"2450009",459,2344,27,4,0
"2450010",267,66,2,1,0
"2450011",167,39,1,2,0
"2450012",257,16,0,1,0
"2450013",196,10,0,0,0
"2450014",704,60,3,2,0
"2450015",588,105,6,3,0
"2450016",188,39,1,0,0
"2450017",1049,730,11,3,0
"2450018",846,26,5,2,0
"2450019",737,78,2,2,0
"2450020",542,64,5,1,0
"2450021",62,104,0,1,0
"2450022",1722,1085,27,6,1
"2450023",1101,369,10,1,0
"2450024",81,298,7,0,0
"2450025",365,1276,13,3,0
"2450026",821,1145,28,3,0
"2450027",491,403,12,1,0
"2450028",385,216,4,3,0
"2450029",178,1326,15,0,0
"2450030",92,769,6,1,0
"2450031",114,822,8,0,0
"2450032",33,132,1,1,0
"2450033",467,996,18,2,1
"2450034",1007,56,1,3,0
"2450035",113,577,10,1,0
"2450036",220,860,16,3,0
"2450037",364,1364,38,2,1
"2450038",240,1323,21,1,0
"2450039",1049,46,4,2,0
"2450040",353,1729,26,3,2
"2450041",26,82,1,1,0
"2450042",335,1371,21,0,1
"2450043",353,1258,11,5,0
"2450044",259,191,4,1,0
"2450045",432,254,5,4,0
"2450046",417,215,7,3,0
"2450047",517,265,5,2,0
"2450048",366,94,2,2,0
"2450049",167,83,1,2,0
"2450050",1033,275,2,3,1
"2450051",181,34,2,0,0
"2450052",258,14,1,0,0
"2450053",687,71,3,1,0
"2450054",270,12,4,2,0
"2450055",207,10,0,0,0
"2450056",462,1924,22,1,0
"2450057",395,15,3,1,0
"2450058",6,32,0,0,0
"2450059",552,19,1,3,0
"2450060",444,1706,34,8,0
"2450061",411,669,7,2,0
"2450062",694,1228,30,6,1
"2450063",727,40,6,3,0
"2450064",387,107,4,2,0
"2450065",430,957,13,1,1
"2450066",249,782,13,0,1
"2450067",1134,157,7,1,0
"2450068",766,853,27,3,1
"2450069",549,1670,26,4,0
"2450070",871,535,8,5,1
"2450071",12,56,0,0,0
"2450072",984,650,23,9,0
"2450073",624,1142,36,5,0
"2450074",297,1690,22,1,0
"2450075",373,64,3,2,1
"2450076",376,86,1,3,1
"2450077",690,50,3,0,0
"2450078",759,434,12,1,0
"2450079",631,887,17,4,0
"2450080",6,2,0,0,0
"2450081",406,17,1,0,0
"2450082",942,560,18,1,0
"2450083",147,703,9,2,0
"2450084",649,35,1,0,0
"2450085",731,111,2,5,1
"2450086",421,393,13,1,1
"2450087",570,94,2,6,0
"2450088",518,227,9,1,1
"2450089",176,70,1,0,0
"2450090",47,77,0,0,1
"2450091",65,496,4,2,0
"2450092",292,620,14,1,1
"2450093",317,89,4,0,0
"2450094",512,1035,15,2,0
"2450095",146,253,3,1,0
"2450096",205,54,3,1,0
"2450097",0,0,0,0,0
"2450098",130,276,4,1,0
"2450099",303,106,7,2,0
"2450100",975,1217,13,7,0
"2450101",0,0,0,0,0
"2450102",23,102,2,0,0
"2450103",5,19,0,0,0
"2450104",8,48,0,0,0
"2450105",114,27,3,2,0
"2450106",9,13,0,0,0
"2450107",0,1,0,0,0
"2450108",45,329,3,1,0
"2450109",35,153,1,0,0
"2470001",318,219,0,0,0
"2470002",316,212,1,1,0
"2470003",263,202,0,1,0
"2470004",293,196,3,0,0
"2470005",7,4,0,0,0
"2490001",135,86,2,1,0
"2490002",85,264,6,2,0
"2490003",166,666,4,2,1
"2490004",321,406,1,0,1
"2490005",80,65,1,0,0
"2490006",303,254,2,1,1
"2490007",635,898,7,3,4
"2490008",489,1529,15,4,2
"2490009",179,163,1,0,0
"2490010",635,391,5,1,1
"2490011",243,234,2,1,2
"2490012",585,506,4,2,0
"2490013",149,80,2,1,0
"2490014",45,84,0,0,0
"2490015",424,455,4,2,0
"2490016",274,146,2,1,0
"2490017",464,413,5,4,0
"2490018",107,127,2,0,0
"2490019",42,165,0,1,0
"2490020",254,115,1,1,1
"2490022",504,406,3,1,0
"2510001",138,804,6,5,0
"2510002",781,2979,51,7,1
"2510003",813,2461,32,6,1
"2510004",1182,3193,67,7,2
"2510005",712,2365,33,4,3
"2510006",70,338,4,1,0
"2510007",1116,3694,42,7,3
"2510008",2230,3305,64,16,2
"2510009",106,690,2,0,0
"2510010",600,1927,44,4,1
"2510011",555,2223,25,3,1
"2510012",420,1737,23,5,0
"2510013",266,1142,13,5,0
"2510014",42,309,1,2,0
"2510015",195,937,19,3,0
"2510016",79,327,4,0,0
"2510017",556,1553,27,5,0
"2510018",651,1911,28,6,0
"2510019",989,3366,44,10,0
"2510020",293,449,13,4,0
"2510021",189,994,4,3,0
"2510022",762,1850,36,6,0
"2510023",251,1520,14,2,0
"2510024",180,850,11,0,0
"2510025",229,724,13,3,0
"2510026",159,1014,8,0,0
"2510027",230,1551,17,2,0
"2510028",272,1166,14,3,0
"2510029",158,720,10,4,0
"2510030",143,1028,11,1,0
"2510031",189,873,7,4,0
"2510032",517,1862,18,7,0
"2510033",154,762,14,1,0
"2510034",411,1150,20,1,0
"2510035",631,2416,24,4,0
"2510036",195,438,8,1,0
"2530101",151,753,5,1,0
"2530102",44,52,0,1,1
"2530103",72,243,6,2,2
"2530201",238,856,8,5,1
"2530202",29,187,4,0,1
"2530203",16,183,1,1,1
"2530301",17,192,1,2,0
"2530302",80,649,12,1,0
"2530303",75,803,7,1,0
"2530401",119,999,11,3,0
"2530402",158,743,8,2,0
"2550001",262,649,3,4,1
"2550002",15,117,0,0,0
"2550003",5,108,1,1,0
"2550004",213,497,11,2,1
"2550005",134,347,0,1,0
"2550006",7,203,1,2,0
"2550007",59,451,3,1,0
"2550008",25,116,0,1,0
"2550009",21,161,0,0,2
"2550010",19,228,1,0,0
"2550011",104,324,3,1,0
"2550012",101,378,3,1,0
"2550013",2,28,0,0,0
"2550014",244,312,3,1,0
"2550015",23,49,1,2,0
"2570001",687,1301,14,2,0
"2570002",198,772,4,4,0
"2570003",1289,2591,39,10,0
"2570004",892,2573,33,7,0
"2570005",956,400,8,7,0
"2570006",246,1245,16,4,0
"2570007",2263,2418,44,17,0
"2570008",483,797,17,3,0
"2570009",280,1015,11,4,0
"2570010",260,1543,11,0,0
"2570011",434,1004,24,3,0
"2570012",219,1157,9,3,0
"2570013",1289,1466,29,9,0
"2570014",1804,2034,49,7,0
"2570015",281,1595,13,5,0
"2570016",300,1755,12,2,0
"2570017",219,1136,8,3,0
"2570018",326,1454,17,6,0
"2570019",500,1140,17,6,0
"2570020",245,807,14,5,0
"2570021",292,1354,14,4,0
"2570022",139,757,8,1,0
"2570023",229,673,9,4,0
"2570024",268,704,3,2,0
"2570025",213,375,8,0,0
"2570026",662,231,9,4,0
"2570027",1090,2074,39,11,0
"2570028",225,854,6,3,0
"2570029",1837,1332,38,6,0
"2570030",279,1067,5,4,0
"2591010",601,1448,28,3,3
"2591110",883,2936,37,8,16
"2592020",336,1620,19,1,9
"2592080",822,2686,46,7,6
"2592120a",936,2969,41,6,12
"2592120b",11,37,0,0,0
"2593030",400,1709,24,3,4
"2593040",698,2255,38,6,14
"2593060",88,423,0,0,0
"2594050",563,1626,22,6,6
"2594070",48,244,8,0,1
"2594100",634,2130,26,6,7
"2610001",18,34,0,0,0
"2610002",17,35,1,1,0
"2610003",9,12,0,0,0
"2610004",2,31,0,0,0
"2610005",8,6,0,0,0
"2610006",11,9,0,0,0
"2630101",13,133,0,2,0
"2630201",4,24,0,0,0
"2630202",6,72,0,0,0
"2630301",5,61,0,0,0
"2630302",1,33,1,0,0
"2630401",18,85,0,1,0
"2650101",468,1760,25,4,0
"2650107",138,619,11,2,0
"2650109",223,939,9,1,1
"2650113",347,931,18,3,0
"2650118",115,231,5,0,0
"2650119",499,1103,16,2,0
"2650202",314,1501,16,2,0
"2650211",294,665,16,2,0
"2650215",508,1816,21,5,0
"2650220",477,1644,16,4,1
"2650303",153,627,7,1,0
"2650308",128,327,1,0,0
"2650312",843,1930,36,4,3
"2650314",511,848,20,7,2
"2650404",106,725,7,3,0
"2650405",338,1035,8,0,1
"2650406",496,1914,18,6,0
"2650410",20,229,3,0,0
"2650416",248,1054,12,4,0
"2650417",298,981,18,1,0
"2670001",82,476,1,0,0
"2670002",42,256,3,0,0
"2670003",23,181,2,2,0
"2670004",37,270,2,0,0
"2670006",25,226,1,0,0
"2670007",26,255,2,1,0
"2670009",49,323,6,1,0
"2690001",1,42,0,0,0
"2690002",0,25,0,0,0
"2690003a",1,11,0,0,0
"2690003b",1,33,0,0,0
"2690004",5,40,0,0,0
"2710001",112,338,3,0,0
"2710002",106,242,3,1,0
"2710003",130,201,3,0,0
"2710004",98,363,2,1,1
"2730011",538,718,21,5,2
"2730012",321,595,9,1,2
"2730013",466,372,3,4,1
"2730014",155,125,1,0,1
"2730021",129,52,0,2,0
"2730022",265,268,5,3,1
"2730023",399,283,5,0,1
"2730024",407,339,10,3,1
"2730031",373,523,10,3,4
"2730032",345,350,6,2,0
"2730033",151,318,2,0,0
"2730034",126,267,3,1,0
"2730035",268,429,2,2,1
"2730041",180,100,2,1,1
"2730042",287,162,4,0,0
"2730043",478,404,9,1,0
"2730044",171,124,3,1,0
"2730045",322,146,2,0,0
"2750101",70,310,3,2,0
"2750201",20,91,0,0,0
"2750202",42,180,0,0,0
"2750301",58,240,3,1,0
"2750302",7,39,0,0,0
"2750401",68,320,1,1,0
"277001b",15,143,2,0,0
"277001c",29,245,1,0,2
"277001d",83,280,3,1,0
"277001e",72,485,6,1,0
"277001f",56,525,4,0,1
"277001g",30,358,2,0,0
"277001h",42,422,1,0,0
"277001i",9,86,0,0,0
"277002d",82,370,2,1,0
"277002e",58,371,5,0,1
"277002f",18,139,0,0,0
"277002g",76,424,3,1,0
"277003d",58,529,2,0,0
"277003e",71,845,6,0,0
"277003f",49,388,3,0,0
"277003g",51,360,6,0,1
"277003i",116,834,8,4,1
"277004b",129,909,12,1,2
"277004c",34,298,1,0,0
"277004d",66,928,7,0,0
"277004e",84,660,9,0,0
"277004f",177,1106,7,4,1
"277004g",203,1197,11,1,1
"2771a3b",133,464,6,0,0
"2771a5a",346,486,3,4,2
"2771e7c",158,520,5,0,0
"2772a1a",420,200,6,1,0
"2772b2a",350,390,7,1,0
"2772c3a",395,403,10,3,1
"2773c7g",594,1271,26,2,4
"2773h3c",133,353,0,0,0
"2774a6e",283,709,5,2,7
"2790001",92,425,2,0,1
"2790002",109,147,6,2,0
"2790003",67,366,3,1,1
"2790004",8,71,0,0,0
"2790005",37,254,4,2,0
"2790006",37,143,1,1,0
"2790007",6,70,0,0,0
"2790008",233,943,13,1,6
"2790009",144,432,3,0,1
"2790010",47,193,4,0,1
"2790011",50,372,4,0,0
"2790012",10,105,0,0,0
"2810001",419,1047,23,4,0
"2810002",435,2045,20,6,0
"2810003",293,953,20,2,0
"2810004",179,760,21,0,0
"2810005",63,418,3,1,0
"2810006",51,349,7,1,0
"2810007",87,482,9,4,0
"2810008",328,1056,27,2,0
"2810009",289,976,15,4,0
"2830001",311,468,4,4,0
"2830002",137,151,2,1,0
"2830003",258,246,3,1,0
"2830004",2,60,0,0,0
"2830005",218,261,2,1,0
"2830006",123,135,1,0,0
"283003a",3,14,0,0,0
"2850001",92,734,0,1,2
"2850002",187,926,3,1,0
"2850007",39,201,1,0,0
"2850008",66,508,4,0,4
"2850009",150,918,9,0,2
"2850011",32,251,1,0,0
"2850012",32,266,3,0,0
"2850015",18,129,0,0,0
"2850016",33,352,1,1,0
"2850017",23,234,1,0,0
"2850019",33,297,1,0,0
"2850020",15,69,0,0,0
"2850023",105,839,4,1,0
"2850026",65,124,1,0,0
"2850027",22,147,0,0,0
"2850029",115,854,5,1,2
"2850030",169,991,7,1,1
"2850031",111,758,4,2,3
"2850032",26,206,1,0,0
"2870101",334,868,5,0,3
"2870102",95,109,1,0,0
"2870103",18,181,0,1,0
"2870201",28,427,2,0,1
"2870202",214,1017,7,3,3
"2870203",45,278,1,1,0
"2870301",14,100,2,0,0
"2870302",216,891,19,2,2
"2870303",227,761,6,3,1
"2870304",38,158,2,2,0
"2870401",142,425,7,1,2
"2870402",70,55,1,1,0
"2870403",49,191,2,1,0
"2870404",187,416,6,1,1
"2870405",73,378,4,0,1
"2890001",169,955,8,1,1
"2890002",34,258,2,0,1
"2890003",53,420,3,0,1
"2890004",83,600,3,1,2
"2890005",46,399,4,1,0
"2890006",96,826,7,0,0
"2890007",32,455,1,0,1
"2890008",97,684,4,2,1
"2890009",19,234,1,0,0
"2890010",57,740,6,1,5
"2890011",101,568,7,3,2
"2890012",157,431,5,2,4
"2890013",47,505,3,2,0
"2890014",25,124,1,0,1
"289001a",23,158,1,0,0
"289005a",0,39,1,0,0
"289014a",33,127,0,1,0
"2910001",52,451,1,0,0
"2910002",79,748,4,1,0
"2910003",153,1408,14,0,0
"2910004",60,328,4,0,0
"2910005",282,1216,16,0,0
"2910006",53,589,5,1,0
"2910007",341,768,11,5,0
"2910008",144,1374,12,2,0
"2910009",161,1608,14,1,0
"2910010",437,1595,12,3,0
"2910011",233,308,0,0,0
"2910012",227,684,9,3,0
"2910013",26,386,2,0,0
"2910014",58,279,2,1,0
"2910015",72,219,4,2,0
"2910016",27,268,2,0,0
"2910017",26,370,3,0,0
"2910018",493,258,3,2,0
"2910019",300,790,16,0,0
"2910020",389,47,2,0,0
"2910021",290,2114,21,0,0
"2910022",568,1782,16,1,0
"2910023",455,995,9,3,0
"2910024",67,481,5,0,0
"2910025",66,591,4,0,0
"2910026",265,1269,16,0,0
"2910027",33,200,1,1,0
"2910028",24,497,2,0,0
"2910029",89,789,5,1,0
"2910030",315,890,3,2,0
"2930101",246,789,6,1,0
"2930102",35,444,1,1,0
"2930103",68,431,2,3,0
"2930104",70,498,4,0,0
"2930201",166,228,7,7,0
"2930202",261,85,1,3,0
"2930203",82,55,0,3,0
"2930204",75,312,3,0,0
"2930205",111,221,3,3,0
"2930206",40,241,2,1,0
"2930301",245,761,9,2,0
"2930302",101,298,5,0,0
"2930303",13,134,2,0,0
"2930304",82,425,2,0,0
"2930305",39,186,0,0,0
"2930401",422,527,11,2,0
"2930402",37,309,1,0,0
"2930403",33,204,2,1,0
"2930404",42,286,1,0,0
"2930405",26,231,2,0,0
"2930406",19,124,2,0,0
"2950106",25,189,4,0,0
"2950202",10,106,2,0,0
"2950207a",16,235,3,0,0
"2950207b",0,1,0,0,0
"2950303",26,278,2,0,0
"2950308",17,95,0,0,0
"2950404",30,228,3,0,0
"2950409",7,73,3,0,0
"2970001",60,287,3,0,0
"2970002",126,610,5,0,1
"2970003",149,335,1,0,0
"2970004",92,578,4,2,0
"2970005",26,227,0,1,0
"2970006",15,146,1,0,0
"2970007",3,20,0,0,0
"2970008",5,102,0,0,0
"2970009",142,462,9,2,0
"2970010",42,299,1,1,0
"2970011",5,60,1,0,0
"2970012",15,110,1,0,0
"2970013",44,343,1,0,0
"2970014",96,622,3,0,0
"2990101",54,212,6,0,0
"2990102",115,380,7,1,0
"2990108",198,610,6,0,0
"2990109",560,2246,15,3,1
"2990203",301,1370,16,0,0
"2990204",136,540,2,2,0
"2990205",108,454,11,0,0
"2990307",462,1824,8,7,0
"2990410",531,2443,28,3,0
"3010001",1,17,0,0,0
"3010002",0,12,0,0,0
"3010003",2,22,1,0,0
"3010004",1,9,1,0,0
"3030001",1002,737,18,7,0
"3030002",548,667,10,3,0
"3030003",848,381,19,3,0
"3030004",332,122,5,1,0
"3030005",283,144,7,1,0
"3030006",582,66,2,2,0
"3030007",421,1080,27,3,0
"3030008",1140,666,29,10,2
"3030009",654,1094,28,2,2
"3030010",331,214,12,2,0
"3030012",468,910,16,3,1
"3030013",445,736,19,5,0
"3030014",332,392,16,2,0
"3030015",694,558,20,6,1
"3030016",357,353,15,6,1
"3030017",292,182,4,0,0
"3030018",411,310,25,4,3
"3030019",545,318,13,4,0
"3030020",529,46,3,1,0
"3030021",509,634,23,5,0
"3030022",488,789,17,5,3
"3030023",415,556,22,3,0
"3030024",503,549,16,8,0
"3030025",483,354,15,8,0
"3030026",657,519,22,3,0
"3030027",789,937,23,9,0
"3030028",665,1069,33,4,4
"3030029",513,522,12,1,0
"3030030",661,1107,34,2,1
"3030031",193,898,15,1,0
"3030033",398,2284,32,2,2
"3030034",66,294,2,0,0
"3030035",85,367,7,0,0
"3030036",344,980,13,2,0
"3030038",376,452,7,3,0
"3030039",236,1251,17,3,0
"3030040",366,68,4,5,0
"3030041",327,1366,23,5,1
"3030043",52,324,10,2,1
"3030044",179,732,12,1,0
"3030045",57,225,3,0,0
